# InfraPy Beamforming (fk) Results
# 
# Data summary:
#     IM.I06H1..BDF	2018-07-09T00:00:00.000000Z - 2018-07-10T00:00:16.100000Z
#     IM.I06H2..BDF	2018-07-09T00:00:15.100000Z - 2018-07-10T00:00:15.800000Z
#     IM.I06H3..BDF	2018-07-09T00:00:13.100000Z - 2018-07-10T00:00:00.000000Z
#     IM.I06H4..BDF	2018-07-09T00:00:00.000000Z - 2018-07-10T00:00:15.600000Z
#     IM.I06H5..BDF	2018-07-09T00:00:15.350000Z - 2018-07-10T00:00:16.200000Z
#     IM.I06H6..BDF	2018-07-09T00:00:16.550000Z - 2018-07-10T00:00:00.000000Z
#     IM.I06H7..BDF	2018-07-09T00:00:00.000000Z - 2018-07-10T00:00:16.650000Z
#     IM.I06H8..BDF	2018-07-09T00:00:16.149999Z - 2018-07-10T00:00:16.049999Z
# 
#   channel_cnt: 8
#   t0: 2018-07-09T00:00:00.000000Z
#   latitude: -12.14645
#   longitude: 96.82032
# 
# Algorithm parameters:
#   freq_min: 0.7
#   freq_max: 4.0
#   back_az_min: 50.0
#   back_az_max: 60.0
#   back_az_step: 0.5
#   trace_vel_min: 300.0
#   trace_vel_max: 600.0
#   trace_vel_step: 2.5
#   method: bartlett
#   signal_start: None
#   signal_end: None
#   window_len: 300.0
#   sub_window_len: None
#   window_step: 150.0
# 
# Time (rel t0) [s]      Back Az [deg]	           Tr. Velocity [m/s]       F-stat
1.504000000000000057e+02 5.512631311439051274e+01 3.633867583994539814e+02 1.138876932828993827e+00
3.004000000000000341e+02 5.048176240891747568e+01 3.592809462100901214e+02 1.212933987683864512e+00
4.504000000000000341e+02 5.449457277586018478e+01 3.688642481107065123e+02 1.237813789296710931e+00
6.003999999999999773e+02 4.983099656678439970e+01 3.458524093861856841e+02 1.116085451363471925e+00
7.503999999999999773e+02 5.219522322893310218e+01 3.585310132075229603e+02 1.185321234293720050e+00
9.003999999999999773e+02 4.985538946612408751e+01 3.434583096229783337e+02 1.173897671334224180e+00
1.050400000000000091e+03 5.155354952594841222e+01 3.459169480716172416e+02 1.146180851362091468e+00
1.200400000000000091e+03 5.534845335424008539e+01 3.614890138355933118e+02 1.225146106003440538e+00
1.350400000000000091e+03 5.375594117399248972e+01 3.531396752879446694e+02 1.159257505195032456e+00
1.500400000000000091e+03 5.777664052554772667e+01 5.090909901887790170e+02 1.119405951194518911e+00
1.650400000000000091e+03 4.986202319703550501e+01 3.494161906460412297e+02 1.067409439465470289e+00
1.800400000000000091e+03 5.296382354438685525e+01 3.562403605370300284e+02 1.153321402101481263e+00
1.950400000000000091e+03 5.962492640141154254e+01 3.274349480621106636e+02 1.091583695880467886e+00
2.100400000000000091e+03 4.986516195534360918e+01 3.458436263337244441e+02 1.157528545569694423e+00
2.250400000000000091e+03 5.846679239626663360e+01 3.314549612249666666e+02 1.145539725356331306e+00
2.400400000000000091e+03 5.289475673043556725e+01 4.434383052571470785e+02 1.102908800612439455e+00
2.550400000000000091e+03 5.751547979781130948e+01 5.554689623046174347e+02 1.084597601607186323e+00
2.700400000000000091e+03 5.286720830124824744e+01 3.122670355900054915e+02 1.114105853748973640e+00
2.850400000000000091e+03 5.371781321456887071e+01 3.256118577960440348e+02 1.130217847691016297e+00
3.000400000000000091e+03 5.047605675839511008e+01 3.476493603911749233e+02 1.049868150408250544e+00
3.150400000000000091e+03 5.963438368433064340e+01 4.018445301229663187e+02 1.092309000179399359e+00
3.300400000000000091e+03 5.963473543866420812e+01 4.967908904267587786e+02 1.114355519261706506e+00
3.450400000000000091e+03 5.347238656253538380e+01 4.498425436472262504e+02 1.096091516139359179e+00
3.600400000000000091e+03 5.097896518120485609e+01 3.116424079771310289e+02 1.119283760270942452e+00
3.750400000000000091e+03 5.297318104388028104e+01 3.274259385248679450e+02 1.161948687428067117e+00
3.900400000000000091e+03 5.495809416676874548e+01 4.187612171296950123e+02 1.064910302925789587e+00
4.050400000000000091e+03 5.171338974739856553e+01 3.249697179515565040e+02 1.115334304290714895e+00
4.200399999999999636e+03 4.986994530028556483e+01 3.482611629746934909e+02 1.063482024372534918e+00
4.350399999999999636e+03 5.359856109729092566e+01 3.198234668130581326e+02 1.076086684247749670e+00
4.500400000000000546e+03 5.436760920246737783e+01 3.419957020992085290e+02 1.118584902768646083e+00
4.650400000000000546e+03 5.630454587480430462e+01 3.206705722148454356e+02 1.129914606777102426e+00
4.800400000000000546e+03 5.786040824668914695e+01 3.174020412172187093e+02 1.102986307864551652e+00
4.950400000000000546e+03 5.341792161936550087e+01 3.359753593131414391e+02 1.121015967801014090e+00
5.100400000000000546e+03 5.963046556920640029e+01 3.885887298456363510e+02 1.141719109646514907e+00
5.250400000000000546e+03 5.033793781966374326e+01 3.040950434632948713e+02 1.137040938531487910e+00
5.400400000000000546e+03 5.605457322561341016e+01 3.269076100678759644e+02 1.098886401954803915e+00
5.550400000000000546e+03 5.407343683009421653e+01 3.480426412654771866e+02 1.085978023122953662e+00
5.700400000000000546e+03 4.980119095532712237e+01 3.593319906252209535e+02 1.107263261372798402e+00
5.850400000000000546e+03 5.405482766988046706e+01 3.540428483187504867e+02 1.145254127324962790e+00
6.000400000000000546e+03 5.405017826739967290e+01 3.560834215730102414e+02 1.188603425617975606e+00
6.150400000000000546e+03 5.084211753005345713e+01 3.502494252969827357e+02 1.118536284757841059e+00
6.300400000000000546e+03 5.280208634464830908e+01 3.715190129088648519e+02 1.121515097757066259e+00
6.450400000000000546e+03 5.184196045540793563e+01 3.024996240791082300e+02 1.130665823643945300e+00
6.600400000000000546e+03 5.203555548124494834e+01 4.388219511616479167e+02 1.125847851012975021e+00
6.750400000000000546e+03 5.651328625961190255e+01 3.254741323239813369e+02 1.185844535128755872e+00
6.900400000000000546e+03 5.150497440207825406e+01 4.125582412643903467e+02 1.099022036101179767e+00
7.050400000000000546e+03 5.872211240321652070e+01 5.819716094653023220e+02 1.121704583811222067e+00
7.200400000000000546e+03 5.768516636719307655e+01 4.137391875193407600e+02 1.038748750247830754e+00
7.350400000000000546e+03 5.606822281976884881e+01 3.090243069784118006e+02 1.125836626450508415e+00
7.500400000000000546e+03 5.234965875551404935e+01 2.993249442800589577e+02 1.112579922788065501e+00
7.650400000000000546e+03 5.889699076388858145e+01 5.288592456112074842e+02 1.075529900418348950e+00
7.800400000000000546e+03 5.962668169181421973e+01 5.982945978670460363e+02 1.116320245747840278e+00
7.950400000000000546e+03 5.570429006715950493e+01 3.148341189430277041e+02 1.087732016587928729e+00
